;key;value;function;total;size
2047;181;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""181""}";7472610736163745769746850063065743233;"181{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""181""}";74
2048;20;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""20""}";74726107361637457697468500630657431;"20{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""20""}";72
2049;128;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""128""}";7472610736163745769746850063065743233;"128{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""128""}";74
2050;48;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""48""}";74726107361637457697468500630657431;"48{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""48""}";72
2051;100;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""100""}";7472610736163745769746850063065743233;"100{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""100""}";74
2052;13;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""13""}";74726107361637457697468500630657431;"13{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""13""}";72
2053;176;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""176""}";7472610736163745769746850063065743233;"176{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""176""}";74
2054;17;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";74726107361637457697468500630657431;"17{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";72
2055;114;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""114""}";7472610736163745769746850063065743233;"114{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""114""}";74
2056;30;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""30""}";74726107361637457697468500630657431;"30{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""30""}";72
2057;170;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""170""}";7472610736163745769746850063065743233;"170{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""170""}";74
2058;122;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""122""}";74726107361637457697468500630657431;"122{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""122""}";74
2059;19;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""19""}";7472610736163745769746850063065743233;"19{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""19""}";72
2060;1;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""1""}";74726107361637457697468500630657431;"1{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""1""}";70
2061;71;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""71""}";7472610736163745769746850063065743233;"71{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""71""}";72
2062;191;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""191""}";74726107361637457697468500630657431;"191{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""191""}";74
2063;92;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""92""}";7472610736163745769746850063065743233;"92{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""92""}";72
2064;91;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";74726107361637457697468500630657431;"91{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";72
2065;128;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""128""}";7472610736163745769746850063065743233;"128{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""128""}";74
2066;41;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""41""}";74726107361637457697468500630657431;"41{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""41""}";72
2067;11;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""11""}";7472610736163745769746850063065743233;"11{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""11""}";72
2068;162;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""162""}";74726107361637457697468500630657431;"162{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""162""}";74
2069;80;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""80""}";7472610736163745769746850063065743233;"80{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""80""}";72
2070;26;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";74726107361637457697468500630657431;"26{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";72
2071;137;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""137""}";7472610736163745769746850063065743233;"137{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""137""}";74
2072;0;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""0""}";74726107361637457697468500630657431;"0{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""0""}";70
2073;86;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""86""}";7472610736163745769746850063065743233;"86{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""86""}";72
2074;186;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""186""}";74726107361637457697468500630657431;"186{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""186""}";74
2075;110;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""110""}";7472610736163745769746850063065743233;"110{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""110""}";74
2076;103;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""103""}";74726107361637457697468500630657431;"103{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""103""}";74
2077;192;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""192""}";7472610736163745769746850063065743233;"192{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""192""}";74
2078;70;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""70""}";74726107361637457697468500630657431;"70{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""70""}";72
2079;63;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""63""}";7472610736163745769746850063065743233;"63{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""63""}";72
2080;168;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""168""}";74726107361637457697468500630657431;"168{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""168""}";74
2081;115;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""115""}";7472610736163745769746850063065743233;"115{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""115""}";74
2082;7;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""7""}";74726107361637457697468500630657431;"7{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""7""}";70
2083;75;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""75""}";7472610736163745769746850063065743233;"75{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""75""}";72
2084;31;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""31""}";74726107361637457697468500630657431;"31{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""31""}";72
2085;87;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";7472610736163745769746850063065743233;"87{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";72
2086;40;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""40""}";74726107361637457697468500630657431;"40{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""40""}";72
2087;87;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";7472610736163745769746850063065743233;"87{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";72
2088;190;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""190""}";74726107361637457697468500630657431;"190{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""190""}";74
2089;163;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""163""}";7472610736163745769746850063065743233;"163{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""163""}";74
2090;95;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""95""}";74726107361637457697468500630657431;"95{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""95""}";72
2091;102;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""102""}";7472610736163745769746850063065743233;"102{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""102""}";74
2092;106;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""106""}";74726107361637457697468500630657431;"106{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""106""}";74
2093;71;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""71""}";7472610736163745769746850063065743233;"71{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""71""}";72
2094;130;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""130""}";74726107361637457697468500630657431;"130{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""130""}";74
2095;54;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""54""}";7472610736163745769746850063065743233;"54{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""54""}";72
2096;101;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""101""}";74726107361637457697468500630657431;"101{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""101""}";74
2097;187;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""187""}";7472610736163745769746850063065743233;"187{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""187""}";74
2098;183;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""183""}";74726107361637457697468500630657431;"183{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""183""}";74
2099;72;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""72""}";7472610736163745769746850063065743233;"72{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""72""}";72
2100;144;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""144""}";74726107361637457697468500630657431;"144{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""144""}";74
2101;120;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""120""}";7472610736163745769746850063065743233;"120{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""120""}";74
2102;67;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""67""}";74726107361637457697468500630657431;"67{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""67""}";72
2103;192;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""192""}";7472610736163745769746850063065743233;"192{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""192""}";74
2104;121;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""121""}";74726107361637457697468500630657431;"121{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""121""}";74
2105;105;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""105""}";7472610736163745769746850063065743233;"105{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""105""}";74
2106;180;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""180""}";74726107361637457697468500630657431;"180{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""180""}";74
2107;20;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""20""}";7472610736163745769746850063065743233;"20{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""20""}";72
2108;116;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""116""}";74726107361637457697468500630657431;"116{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""116""}";74
2109;25;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""25""}";7472610736163745769746850063065743233;"25{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""25""}";72
2110;143;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""143""}";74726107361637457697468500630657431;"143{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""143""}";74
2111;121;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""121""}";7472610736163745769746850063065743233;"121{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""121""}";74
2112;165;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""165""}";74726107361637457697468500630657431;"165{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""165""}";74
2113;40;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""40""}";7472610736163745769746850063065743233;"40{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""40""}";72
2114;45;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""45""}";74726107361637457697468500630657431;"45{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""45""}";72
2115;196;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""196""}";7472610736163745769746850063065743233;"196{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""196""}";74
2116;178;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""178""}";74726107361637457697468500630657431;"178{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""178""}";74
2117;198;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""198""}";7472610736163745769746850063065743233;"198{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""198""}";74
2118;196;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""196""}";74726107361637457697468500630657431;"196{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""196""}";74
2119;57;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""57""}";7472610736163745769746850063065743233;"57{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""57""}";72
2120;198;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""198""}";74726107361637457697468500630657431;"198{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""198""}";74
2121;60;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""60""}";7472610736163745769746850063065743233;"60{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""60""}";72
2122;143;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""143""}";74726107361637457697468500630657431;"143{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""143""}";74
2123;195;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""195""}";7472610736163745769746850063065743233;"195{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""195""}";74
2124;95;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""95""}";74726107361637457697468500630657431;"95{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""95""}";72
2125;160;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""160""}";7472610736163745769746850063065743233;"160{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""160""}";74
2126;23;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""23""}";74726107361637457697468500630657431;"23{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""23""}";72
2127;133;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""133""}";7472610736163745769746850063065743233;"133{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""133""}";74
2128;91;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";74726107361637457697468500630657431;"91{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";72
2129;75;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""75""}";7472610736163745769746850063065743233;"75{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""75""}";72
2130;175;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""175""}";74726107361637457697468500630657431;"175{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""175""}";74
2131;35;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""35""}";7472610736163745769746850063065743233;"35{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""35""}";72
2132;26;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";74726107361637457697468500630657431;"26{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";72
2133;148;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""148""}";7472610736163745769746850063065743233;"148{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""148""}";74
2134;17;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";74726107361637457697468500630657431;"17{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";72
2135;106;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""106""}";7472610736163745769746850063065743233;"106{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""106""}";74
2136;0;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""0""}";74726107361637457697468500630657431;"0{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""0""}";70
2137;71;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""71""}";7472610736163745769746850063065743233;"71{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""71""}";72
2138;160;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""160""}";74726107361637457697468500630657431;"160{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""160""}";74
2139;96;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""96""}";7472610736163745769746850063065743233;"96{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""96""}";72
2140;193;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""193""}";74726107361637457697468500630657431;"193{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""193""}";74
2141;115;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""115""}";7472610736163745769746850063065743233;"115{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""115""}";74
2142;164;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74726107361637457697468500630657431;"164{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74
2143;84;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""84""}";7472610736163745769746850063065743233;"84{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""84""}";72
2144;53;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";74726107361637457697468500630657431;"53{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";72
2145;184;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""184""}";7472610736163745769746850063065743233;"184{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""184""}";74
2146;11;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""11""}";74726107361637457697468500630657431;"11{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""11""}";72
2147;53;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";7472610736163745769746850063065743233;"53{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";72
2148;130;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""130""}";74726107361637457697468500630657431;"130{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""130""}";74
2149;112;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""112""}";7472610736163745769746850063065743233;"112{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""112""}";74
2150;139;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""139""}";74726107361637457697468500630657431;"139{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""139""}";74
2151;79;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""79""}";7472610736163745769746850063065743233;"79{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""79""}";72
2152;73;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""73""}";74726107361637457697468500630657431;"73{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""73""}";72
2153;189;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""189""}";7472610736163745769746850063065743233;"189{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""189""}";74
2154;131;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""131""}";74726107361637457697468500630657431;"131{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""131""}";74
2155;147;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""147""}";7472610736163745769746850063065743233;"147{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""147""}";74
2156;13;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""13""}";74726107361637457697468500630657431;"13{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""13""}";72
2157;138;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""138""}";7472610736163745769746850063065743233;"138{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""138""}";74
2158;103;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""103""}";74726107361637457697468500630657431;"103{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""103""}";74
2159;34;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""34""}";7472610736163745769746850063065743233;"34{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""34""}";72
2160;59;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""59""}";74726107361637457697468500630657431;"59{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""59""}";72
2161;178;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""178""}";7472610736163745769746850063065743233;"178{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""178""}";74
2162;61;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""61""}";74726107361637457697468500630657431;"61{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""61""}";72
2163;17;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";7472610736163745769746850063065743233;"17{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";72
