;key;value;function;total;size
6215;39;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""39""}";74726107361637457697468500630657431;"39{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""39""}";72
6216;153;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""153""}";7472610736163745769746850063065743233;"153{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""153""}";74
6217;5;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""5""}";74726107361637457697468500630657431;"5{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""5""}";70
6218;114;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""114""}";7472610736163745769746850063065743233;"114{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""114""}";74
6219;125;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""125""}";74726107361637457697468500630657431;"125{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""125""}";74
6220;111;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""111""}";7472610736163745769746850063065743233;"111{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""111""}";74
6221;53;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";74726107361637457697468500630657431;"53{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";72
6222;45;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""45""}";7472610736163745769746850063065743233;"45{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""45""}";72
6223;124;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""124""}";74726107361637457697468500630657431;"124{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""124""}";74
6224;6;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""6""}";7472610736163745769746850063065743233;"6{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""6""}";70
6225;140;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""140""}";74726107361637457697468500630657431;"140{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""140""}";74
6226;127;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""127""}";7472610736163745769746850063065743233;"127{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""127""}";74
6227;164;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74726107361637457697468500630657431;"164{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74
6228;136;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""136""}";7472610736163745769746850063065743233;"136{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""136""}";74
6229;177;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""177""}";74726107361637457697468500630657431;"177{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""177""}";74
6230;60;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""60""}";7472610736163745769746850063065743233;"60{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""60""}";72
6231;78;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""78""}";74726107361637457697468500630657431;"78{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""78""}";72
6232;40;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""40""}";7472610736163745769746850063065743233;"40{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""40""}";72
6233;164;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74726107361637457697468500630657431;"164{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74
6234;24;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""24""}";7472610736163745769746850063065743233;"24{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""24""}";72
6235;144;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""144""}";74726107361637457697468500630657431;"144{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""144""}";74
6236;8;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""8""}";7472610736163745769746850063065743233;"8{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""8""}";70
6237;42;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""42""}";74726107361637457697468500630657431;"42{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""42""}";72
6238;17;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";7472610736163745769746850063065743233;"17{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""17""}";72
6239;42;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""42""}";74726107361637457697468500630657431;"42{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""42""}";72
6240;45;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""45""}";7472610736163745769746850063065743233;"45{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""45""}";72
6241;31;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""31""}";74726107361637457697468500630657431;"31{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""31""}";72
6242;139;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""139""}";7472610736163745769746850063065743233;"139{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""139""}";74
6243;139;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""139""}";74726107361637457697468500630657431;"139{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""139""}";74
6244;123;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""123""}";7472610736163745769746850063065743233;"123{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""123""}";74
6245;135;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""135""}";74726107361637457697468500630657431;"135{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""135""}";74
6246;80;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""80""}";7472610736163745769746850063065743233;"80{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""80""}";72
6247;43;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""43""}";74726107361637457697468500630657431;"43{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""43""}";72
6248;125;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""125""}";7472610736163745769746850063065743233;"125{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""125""}";74
6249;18;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""18""}";74726107361637457697468500630657431;"18{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""18""}";72
6250;85;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""85""}";7472610736163745769746850063065743233;"85{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""85""}";72
6251;147;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""147""}";74726107361637457697468500630657431;"147{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""147""}";74
6252;138;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""138""}";7472610736163745769746850063065743233;"138{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""138""}";74
6253;149;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""149""}";74726107361637457697468500630657431;"149{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""149""}";74
6254;161;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""161""}";7472610736163745769746850063065743233;"161{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""161""}";74
6255;15;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""15""}";74726107361637457697468500630657431;"15{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""15""}";72
6256;3;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""3""}";7472610736163745769746850063065743233;"3{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""3""}";70
6257;104;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""104""}";74726107361637457697468500630657431;"104{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""104""}";74
6258;146;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""146""}";7472610736163745769746850063065743233;"146{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""146""}";74
6259;34;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""34""}";74726107361637457697468500630657431;"34{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""34""}";72
6260;129;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""129""}";7472610736163745769746850063065743233;"129{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""129""}";74
6261;164;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74726107361637457697468500630657431;"164{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""164""}";74
6262;39;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""39""}";7472610736163745769746850063065743233;"39{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""39""}";72
6263;82;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""82""}";74726107361637457697468500630657431;"82{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""82""}";72
6264;176;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""176""}";7472610736163745769746850063065743233;"176{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""176""}";74
6265;32;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""32""}";74726107361637457697468500630657431;"32{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""32""}";72
6266;194;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""194""}";7472610736163745769746850063065743233;"194{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""194""}";74
6267;65;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""65""}";74726107361637457697468500630657431;"65{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""65""}";72
6268;46;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""46""}";7472610736163745769746850063065743233;"46{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""46""}";72
6269;124;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""124""}";74726107361637457697468500630657431;"124{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""124""}";74
6270;79;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""79""}";7472610736163745769746850063065743233;"79{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""79""}";72
6271;134;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""134""}";74726107361637457697468500630657431;"134{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""134""}";74
6272;117;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""117""}";7472610736163745769746850063065743233;"117{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""117""}";74
6273;56;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""56""}";74726107361637457697468500630657431;"56{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""56""}";72
6274;1;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""1""}";7472610736163745769746850063065743233;"1{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""1""}";70
6275;89;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""89""}";74726107361637457697468500630657431;"89{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""89""}";72
6276;177;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""177""}";7472610736163745769746850063065743233;"177{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""177""}";74
6277;94;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""94""}";74726107361637457697468500630657431;"94{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""94""}";72
6278;186;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""186""}";7472610736163745769746850063065743233;"186{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""186""}";74
6279;2;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""2""}";74726107361637457697468500630657431;"2{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""2""}";70
6280;162;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""162""}";7472610736163745769746850063065743233;"162{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""162""}";74
6281;199;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""199""}";74726107361637457697468500630657431;"199{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""199""}";74
6282;108;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""108""}";7472610736163745769746850063065743233;"108{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""108""}";74
6283;37;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""37""}";74726107361637457697468500630657431;"37{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""37""}";72
6284;77;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""77""}";7472610736163745769746850063065743233;"77{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""77""}";72
6285;14;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""14""}";74726107361637457697468500630657431;"14{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""14""}";72
6286;98;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""98""}";7472610736163745769746850063065743233;"98{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""98""}";72
6287;165;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""165""}";74726107361637457697468500630657431;"165{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""165""}";74
6288;64;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""64""}";7472610736163745769746850063065743233;"64{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""64""}";72
6289;30;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""30""}";74726107361637457697468500630657431;"30{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""30""}";72
6290;179;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""179""}";7472610736163745769746850063065743233;"179{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""179""}";74
6291;89;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""89""}";74726107361637457697468500630657431;"89{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""89""}";72
6292;197;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""197""}";7472610736163745769746850063065743233;"197{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""197""}";74
6293;101;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""101""}";74726107361637457697468500630657431;"101{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""101""}";74
6294;85;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""85""}";7472610736163745769746850063065743233;"85{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""85""}";72
6295;61;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""61""}";74726107361637457697468500630657431;"61{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""61""}";72
6296;27;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""27""}";7472610736163745769746850063065743233;"27{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""27""}";72
6297;91;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";74726107361637457697468500630657431;"91{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";72
6298;158;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""158""}";7472610736163745769746850063065743233;"158{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""158""}";74
6299;74;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""74""}";74726107361637457697468500630657431;"74{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""74""}";72
6300;91;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";7472610736163745769746850063065743233;"91{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""91""}";72
6301;82;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""82""}";74726107361637457697468500630657431;"82{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""82""}";72
6302;62;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""62""}";7472610736163745769746850063065743233;"62{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""62""}";72
6303;87;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";74726107361637457697468500630657431;"87{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";72
6304;21;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""21""}";7472610736163745769746850063065743233;"21{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""21""}";72
6305;186;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""186""}";74726107361637457697468500630657431;"186{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""186""}";74
6306;132;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""132""}";7472610736163745769746850063065743233;"132{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""132""}";74
6307;184;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""184""}";74726107361637457697468500630657431;"184{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""184""}";74
6308;34;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""34""}";7472610736163745769746850063065743233;"34{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""34""}";72
6309;4;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""4""}";74726107361637457697468500630657431;"4{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""4""}";70
6310;188;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""188""}";7472610736163745769746850063065743233;"188{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""188""}";74
6311;72;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""72""}";74726107361637457697468500630657431;"72{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""72""}";72
6312;110;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""110""}";7472610736163745769746850063065743233;"110{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""110""}";74
6313;35;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""35""}";74726107361637457697468500630657431;"35{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""35""}";72
6314;87;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";7472610736163745769746850063065743233;"87{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""87""}";72
6315;197;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""197""}";74726107361637457697468500630657431;"197{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""197""}";74
6316;141;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""141""}";7472610736163745769746850063065743233;"141{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""141""}";74
6317;57;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""57""}";74726107361637457697468500630657431;"57{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""57""}";72
6318;10;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""10""}";7472610736163745769746850063065743233;"10{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""10""}";72
6319;26;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";74726107361637457697468500630657431;"26{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";72
6320;181;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""181""}";7472610736163745769746850063065743233;"181{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""181""}";74
6321;172;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""172""}";74726107361637457697468500630657431;"172{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""172""}";74
6322;172;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""172""}";7472610736163745769746850063065743233;"172{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""172""}";74
6323;69;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""69""}";74726107361637457697468500630657431;"69{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""69""}";72
6324;99;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""99""}";7472610736163745769746850063065743233;"99{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""99""}";72
6325;53;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";74726107361637457697468500630657431;"53{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""53""}";72
6326;125;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""125""}";7472610736163745769746850063065743233;"125{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""125""}";74
6327;153;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""153""}";74726107361637457697468500630657431;"153{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""153""}";74
6328;9;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""9""}";7472610736163745769746850063065743233;"9{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""9""}";70
6329;26;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";74726107361637457697468500630657431;"26{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""26""}";72
6330;58;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""58""}";7472610736163745769746850063065743233;"58{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""58""}";72
6331;136;"{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""136""}";74726107361637457697468500630657431;"136{""pocket1"":100000.0,""pocket2"":100000.0,""pocket3"":100000.0,""uuid"":""136""}";74
