;chaincodename;key;value;function;total;size
840;micro;|DEMOASSET|173|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|173|pocket1|100000.0;31
841;micro;|DEMOASSET|157|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|157|pocket2|100000.0;31
841;micro;|DEMOASSET|157|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|157|pocket3|100000.0;31
842;micro;|DEMOASSET|66|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|66|pocket1|100000.0;30
843;micro;|DEMOASSET|126|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|126|pocket2|100000.0;31
843;micro;|DEMOASSET|126|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|126|pocket3|100000.0;31
844;micro;|DEMOASSET|162|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|162|pocket1|100000.0;31
845;micro;|DEMOASSET|100|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|100|pocket2|100000.0;31
845;micro;|DEMOASSET|100|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|100|pocket3|100000.0;31
846;micro;|DEMOASSET|147|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|147|pocket1|100000.0;31
847;micro;|DEMOASSET|55|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|55|pocket2|100000.0;30
847;micro;|DEMOASSET|55|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|55|pocket3|100000.0;30
848;micro;|DEMOASSET|42|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|42|pocket1|100000.0;30
849;micro;|DEMOASSET|97|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|97|pocket2|100000.0;30
849;micro;|DEMOASSET|97|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|97|pocket3|100000.0;30
850;micro;|DEMOASSET|13|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|13|pocket1|100000.0;30
851;micro;|DEMOASSET|63|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|63|pocket2|100000.0;30
851;micro;|DEMOASSET|63|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|63|pocket3|100000.0;30
852;micro;|DEMOASSET|74|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|74|pocket1|100000.0;30
853;micro;|DEMOASSET|185|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|185|pocket2|100000.0;31
853;micro;|DEMOASSET|185|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|185|pocket3|100000.0;31
854;micro;|DEMOASSET|142|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|142|pocket1|100000.0;31
855;micro;|DEMOASSET|6|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|6|pocket2|100000.0;29
855;micro;|DEMOASSET|6|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|6|pocket3|100000.0;29
856;micro;|DEMOASSET|142|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|142|pocket1|100000.0;31
857;micro;|DEMOASSET|74|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|74|pocket2|100000.0;30
857;micro;|DEMOASSET|74|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|74|pocket3|100000.0;30
858;micro;|DEMOASSET|116|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|116|pocket1|100000.0;31
859;micro;|DEMOASSET|69|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|69|pocket2|100000.0;30
859;micro;|DEMOASSET|69|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|69|pocket3|100000.0;30
860;micro;|DEMOASSET|59|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|59|pocket1|100000.0;30
861;micro;|DEMOASSET|41|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|41|pocket2|100000.0;30
861;micro;|DEMOASSET|41|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|41|pocket3|100000.0;30
862;micro;|DEMOASSET|102|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|102|pocket1|100000.0;31
863;micro;|DEMOASSET|147|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|147|pocket2|100000.0;31
863;micro;|DEMOASSET|147|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|147|pocket3|100000.0;31
864;micro;|DEMOASSET|32|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|32|pocket1|100000.0;30
865;micro;|DEMOASSET|134|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|134|pocket2|100000.0;31
865;micro;|DEMOASSET|134|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|134|pocket3|100000.0;31
866;micro;|DEMOASSET|50|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|50|pocket1|100000.0;30
867;micro;|DEMOASSET|69|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|69|pocket2|100000.0;30
867;micro;|DEMOASSET|69|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|69|pocket3|100000.0;30
868;micro;|DEMOASSET|72|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|72|pocket1|100000.0;30
869;micro;|DEMOASSET|1|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|1|pocket2|100000.0;29
869;micro;|DEMOASSET|1|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|1|pocket3|100000.0;29
870;micro;|DEMOASSET|7|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|7|pocket1|100000.0;29
871;micro;|DEMOASSET|76|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|76|pocket2|100000.0;30
871;micro;|DEMOASSET|76|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|76|pocket3|100000.0;30
872;micro;|DEMOASSET|44|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|44|pocket1|100000.0;30
873;micro;|DEMOASSET|149|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|149|pocket2|100000.0;31
873;micro;|DEMOASSET|149|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|149|pocket3|100000.0;31
874;micro;|DEMOASSET|112|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|112|pocket1|100000.0;31
875;micro;|DEMOASSET|72|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|72|pocket2|100000.0;30
875;micro;|DEMOASSET|72|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|72|pocket3|100000.0;30
876;micro;|DEMOASSET|161|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|161|pocket1|100000.0;31
877;micro;|DEMOASSET|38|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|38|pocket2|100000.0;30
877;micro;|DEMOASSET|38|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|38|pocket3|100000.0;30
878;micro;|DEMOASSET|154|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|154|pocket1|100000.0;31
879;micro;|DEMOASSET|180|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|180|pocket2|100000.0;31
879;micro;|DEMOASSET|180|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|180|pocket3|100000.0;31
880;micro;|DEMOASSET|150|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|150|pocket1|100000.0;31
881;micro;|DEMOASSET|173|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|173|pocket2|100000.0;31
881;micro;|DEMOASSET|173|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|173|pocket3|100000.0;31
882;micro;|DEMOASSET|57|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|57|pocket1|100000.0;30
883;micro;|DEMOASSET|97|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|97|pocket2|100000.0;30
883;micro;|DEMOASSET|97|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|97|pocket3|100000.0;30
884;micro;|DEMOASSET|102|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|102|pocket1|100000.0;31
885;micro;|DEMOASSET|158|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|158|pocket2|100000.0;31
885;micro;|DEMOASSET|158|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|158|pocket3|100000.0;31
886;micro;|DEMOASSET|186|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|186|pocket1|100000.0;31
887;micro;|DEMOASSET|6|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|6|pocket2|100000.0;29
887;micro;|DEMOASSET|6|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|6|pocket3|100000.0;29
888;micro;|DEMOASSET|165|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|165|pocket1|100000.0;31
889;micro;|DEMOASSET|111|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|111|pocket2|100000.0;31
889;micro;|DEMOASSET|111|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|111|pocket3|100000.0;31
890;micro;|DEMOASSET|54|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|54|pocket1|100000.0;30
891;micro;|DEMOASSET|47|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|47|pocket2|100000.0;30
891;micro;|DEMOASSET|47|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|47|pocket3|100000.0;30
892;micro;|DEMOASSET|188|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|188|pocket1|100000.0;31
893;micro;|DEMOASSET|61|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|61|pocket2|100000.0;30
893;micro;|DEMOASSET|61|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|61|pocket3|100000.0;30
894;micro;|DEMOASSET|126|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|126|pocket1|100000.0;31
895;micro;|DEMOASSET|93|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|93|pocket2|100000.0;30
895;micro;|DEMOASSET|93|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|93|pocket3|100000.0;30
896;micro;|DEMOASSET|98|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|98|pocket1|100000.0;30
897;micro;|DEMOASSET|43|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|43|pocket2|100000.0;30
897;micro;|DEMOASSET|43|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|43|pocket3|100000.0;30
898;micro;|DEMOASSET|10|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|10|pocket1|100000.0;30
899;micro;|DEMOASSET|105|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|105|pocket2|100000.0;31
899;micro;|DEMOASSET|105|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|105|pocket3|100000.0;31
900;micro;|DEMOASSET|104|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|104|pocket1|100000.0;31
901;micro;|DEMOASSET|30|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|30|pocket2|100000.0;30
901;micro;|DEMOASSET|30|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|30|pocket3|100000.0;30
902;micro;|DEMOASSET|86|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|86|pocket1|100000.0;30
903;micro;|DEMOASSET|51|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|51|pocket2|100000.0;30
903;micro;|DEMOASSET|51|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|51|pocket3|100000.0;30
904;micro;|DEMOASSET|177|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|177|pocket1|100000.0;31
905;micro;|DEMOASSET|106|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|106|pocket2|100000.0;31
905;micro;|DEMOASSET|106|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|106|pocket3|100000.0;31
906;micro;|DEMOASSET|188|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|188|pocket1|100000.0;31
907;micro;|DEMOASSET|49|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|49|pocket2|100000.0;30
907;micro;|DEMOASSET|49|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|49|pocket3|100000.0;30
908;micro;|DEMOASSET|87|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|87|pocket1|100000.0;30
909;micro;|DEMOASSET|54|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|54|pocket2|100000.0;30
909;micro;|DEMOASSET|54|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|54|pocket3|100000.0;30
910;micro;|DEMOASSET|12|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|12|pocket1|100000.0;30
911;micro;|DEMOASSET|16|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|16|pocket2|100000.0;30
911;micro;|DEMOASSET|16|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|16|pocket3|100000.0;30
912;micro;|DEMOASSET|129|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|129|pocket1|100000.0;31
913;micro;|DEMOASSET|191|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|191|pocket2|100000.0;31
913;micro;|DEMOASSET|191|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|191|pocket3|100000.0;31
914;micro;|DEMOASSET|88|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|88|pocket1|100000.0;30
915;micro;|DEMOASSET|59|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|59|pocket2|100000.0;30
915;micro;|DEMOASSET|59|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|59|pocket3|100000.0;30
916;micro;|DEMOASSET|77|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|77|pocket1|100000.0;30
917;micro;|DEMOASSET|189|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|189|pocket2|100000.0;31
917;micro;|DEMOASSET|189|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|189|pocket3|100000.0;31
918;micro;|DEMOASSET|78|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|78|pocket1|100000.0;30
919;micro;|DEMOASSET|9|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|9|pocket2|100000.0;29
919;micro;|DEMOASSET|9|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|9|pocket3|100000.0;29
920;micro;|DEMOASSET|113|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|113|pocket1|100000.0;31
921;micro;|DEMOASSET|196|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|196|pocket2|100000.0;31
921;micro;|DEMOASSET|196|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|196|pocket3|100000.0;31
922;micro;|DEMOASSET|38|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|38|pocket1|100000.0;30
923;micro;|DEMOASSET|44|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|44|pocket2|100000.0;30
923;micro;|DEMOASSET|44|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|44|pocket3|100000.0;30
924;micro;|DEMOASSET|125|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|125|pocket1|100000.0;31
925;micro;|DEMOASSET|71|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|71|pocket2|100000.0;30
925;micro;|DEMOASSET|71|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|71|pocket3|100000.0;30
926;micro;|DEMOASSET|196|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|196|pocket1|100000.0;31
927;micro;|DEMOASSET|107|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|107|pocket2|100000.0;31
927;micro;|DEMOASSET|107|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|107|pocket3|100000.0;31
928;micro;|DEMOASSET|61|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|61|pocket1|100000.0;30
929;micro;|DEMOASSET|175|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|175|pocket2|100000.0;31
929;micro;|DEMOASSET|175|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|175|pocket3|100000.0;31
930;micro;|DEMOASSET|157|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|157|pocket1|100000.0;31
931;micro;|DEMOASSET|170|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|170|pocket2|100000.0;31
931;micro;|DEMOASSET|170|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|170|pocket3|100000.0;31
932;micro;|DEMOASSET|35|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|35|pocket1|100000.0;30
933;micro;|DEMOASSET|57|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|57|pocket2|100000.0;30
933;micro;|DEMOASSET|57|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|57|pocket3|100000.0;30
934;micro;|DEMOASSET|174|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|174|pocket1|100000.0;31
935;micro;|DEMOASSET|13|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|13|pocket2|100000.0;30
935;micro;|DEMOASSET|13|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|13|pocket3|100000.0;30
936;micro;|DEMOASSET|38|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|38|pocket1|100000.0;30
937;micro;|DEMOASSET|167|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|167|pocket2|100000.0;31
937;micro;|DEMOASSET|167|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|167|pocket3|100000.0;31
938;micro;|DEMOASSET|122|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|122|pocket1|100000.0;31
939;micro;|DEMOASSET|65|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|65|pocket2|100000.0;30
939;micro;|DEMOASSET|65|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|65|pocket3|100000.0;30
940;micro;|DEMOASSET|48|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|48|pocket1|100000.0;30
941;micro;|DEMOASSET|49|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|49|pocket2|100000.0;30
941;micro;|DEMOASSET|49|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|49|pocket3|100000.0;30
942;micro;|DEMOASSET|129|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|129|pocket1|100000.0;31
943;micro;|DEMOASSET|69|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|69|pocket2|100000.0;30
943;micro;|DEMOASSET|69|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|69|pocket3|100000.0;30
944;micro;|DEMOASSET|176|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|176|pocket1|100000.0;31
945;micro;|DEMOASSET|138|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|138|pocket2|100000.0;31
945;micro;|DEMOASSET|138|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|138|pocket3|100000.0;31
946;micro;|DEMOASSET|112|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|112|pocket1|100000.0;31
947;micro;|DEMOASSET|42|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket2|100000.0;30
947;micro;|DEMOASSET|42|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket3|100000.0;30
948;micro;|DEMOASSET|88|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|88|pocket1|100000.0;30
949;micro;|DEMOASSET|167|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|167|pocket2|100000.0;31
949;micro;|DEMOASSET|167|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|167|pocket3|100000.0;31
950;micro;|DEMOASSET|94|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|94|pocket1|100000.0;30
951;micro;|DEMOASSET|143|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|143|pocket2|100000.0;31
951;micro;|DEMOASSET|143|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|143|pocket3|100000.0;31
952;micro;|DEMOASSET|50|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|50|pocket1|100000.0;30
953;micro;|DEMOASSET|55|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|55|pocket2|100000.0;30
953;micro;|DEMOASSET|55|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|55|pocket3|100000.0;30
954;micro;|DEMOASSET|186|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|186|pocket1|100000.0;31
955;micro;|DEMOASSET|139|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|139|pocket2|100000.0;31
955;micro;|DEMOASSET|139|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|139|pocket3|100000.0;31
956;micro;|DEMOASSET|101|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|101|pocket1|100000.0;31
957;micro;|DEMOASSET|54|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|54|pocket2|100000.0;30
957;micro;|DEMOASSET|54|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|54|pocket3|100000.0;30
958;micro;|DEMOASSET|183|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|183|pocket1|100000.0;31
959;micro;|DEMOASSET|22|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|22|pocket2|100000.0;30
959;micro;|DEMOASSET|22|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|22|pocket3|100000.0;30
960;micro;|DEMOASSET|147|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|147|pocket1|100000.0;31
961;micro;|DEMOASSET|26|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|26|pocket2|100000.0;30
961;micro;|DEMOASSET|26|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|26|pocket3|100000.0;30
962;micro;|DEMOASSET|159|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|159|pocket1|100000.0;31
963;micro;|DEMOASSET|42|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket2|100000.0;30
963;micro;|DEMOASSET|42|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket3|100000.0;30
964;micro;|DEMOASSET|145|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|145|pocket1|100000.0;31
965;micro;|DEMOASSET|129|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|129|pocket2|100000.0;31
965;micro;|DEMOASSET|129|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|129|pocket3|100000.0;31
966;micro;|DEMOASSET|132|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|132|pocket1|100000.0;31
967;micro;|DEMOASSET|11|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|11|pocket2|100000.0;30
967;micro;|DEMOASSET|11|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|11|pocket3|100000.0;30
968;micro;|DEMOASSET|199|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|199|pocket1|100000.0;31
969;micro;|DEMOASSET|84|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|84|pocket2|100000.0;30
969;micro;|DEMOASSET|84|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|84|pocket3|100000.0;30
970;micro;|DEMOASSET|60|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|60|pocket1|100000.0;30
971;micro;|DEMOASSET|156|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|156|pocket2|100000.0;31
971;micro;|DEMOASSET|156|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|156|pocket3|100000.0;31
972;micro;|DEMOASSET|36|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|36|pocket1|100000.0;30
973;micro;|DEMOASSET|117|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|117|pocket2|100000.0;31
973;micro;|DEMOASSET|117|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|117|pocket3|100000.0;31
974;micro;|DEMOASSET|75|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|75|pocket1|100000.0;30
975;micro;|DEMOASSET|72|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|72|pocket2|100000.0;30
975;micro;|DEMOASSET|72|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|72|pocket3|100000.0;30
976;micro;|DEMOASSET|162|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|162|pocket1|100000.0;31
977;micro;|DEMOASSET|8|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|8|pocket2|100000.0;29
977;micro;|DEMOASSET|8|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|8|pocket3|100000.0;29
978;micro;|DEMOASSET|0|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|0|pocket1|100000.0;29
979;micro;|DEMOASSET|42|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket2|100000.0;30
979;micro;|DEMOASSET|42|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket3|100000.0;30
980;micro;|DEMOASSET|35|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|35|pocket1|100000.0;30
981;micro;|DEMOASSET|110|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|110|pocket2|100000.0;31
981;micro;|DEMOASSET|110|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|110|pocket3|100000.0;31
982;micro;|DEMOASSET|101|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|101|pocket1|100000.0;31
983;micro;|DEMOASSET|84|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|84|pocket2|100000.0;30
983;micro;|DEMOASSET|84|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|84|pocket3|100000.0;30
984;micro;|DEMOASSET|55|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|55|pocket1|100000.0;30
985;micro;|DEMOASSET|71|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|71|pocket2|100000.0;30
985;micro;|DEMOASSET|71|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|71|pocket3|100000.0;30
