;chaincodename;key;value;function;total;size
5718;micro;|DEMOASSET|51|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|51|pocket2|100000.0;30
5718;micro;|DEMOASSET|51|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|51|pocket3|100000.0;30
5719;micro;|DEMOASSET|29|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|29|pocket1|100000.0;30
5720;micro;|DEMOASSET|156|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|156|pocket2|100000.0;31
5720;micro;|DEMOASSET|156|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|156|pocket3|100000.0;31
5721;micro;|DEMOASSET|198|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|198|pocket1|100000.0;31
5722;micro;|DEMOASSET|27|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|27|pocket2|100000.0;30
5722;micro;|DEMOASSET|27|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|27|pocket3|100000.0;30
5723;micro;|DEMOASSET|124|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|124|pocket1|100000.0;31
5724;micro;|DEMOASSET|32|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|32|pocket2|100000.0;30
5724;micro;|DEMOASSET|32|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|32|pocket3|100000.0;30
5725;micro;|DEMOASSET|82|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|82|pocket1|100000.0;30
5726;micro;|DEMOASSET|128|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|128|pocket2|100000.0;31
5726;micro;|DEMOASSET|128|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|128|pocket3|100000.0;31
5727;micro;|DEMOASSET|188|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|188|pocket1|100000.0;31
5728;micro;|DEMOASSET|173|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|173|pocket2|100000.0;31
5728;micro;|DEMOASSET|173|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|173|pocket3|100000.0;31
5729;micro;|DEMOASSET|183|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|183|pocket1|100000.0;31
5730;micro;|DEMOASSET|114|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|114|pocket2|100000.0;31
5730;micro;|DEMOASSET|114|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|114|pocket3|100000.0;31
5731;micro;|DEMOASSET|140|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|140|pocket1|100000.0;31
5732;micro;|DEMOASSET|181|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|181|pocket2|100000.0;31
5732;micro;|DEMOASSET|181|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|181|pocket3|100000.0;31
5733;micro;|DEMOASSET|98|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|98|pocket1|100000.0;30
5734;micro;|DEMOASSET|83|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|83|pocket2|100000.0;30
5734;micro;|DEMOASSET|83|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|83|pocket3|100000.0;30
5735;micro;|DEMOASSET|61|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|61|pocket1|100000.0;30
5736;micro;|DEMOASSET|14|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|14|pocket2|100000.0;30
5736;micro;|DEMOASSET|14|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|14|pocket3|100000.0;30
5737;micro;|DEMOASSET|100|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|100|pocket1|100000.0;31
5738;micro;|DEMOASSET|192|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|192|pocket2|100000.0;31
5738;micro;|DEMOASSET|192|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|192|pocket3|100000.0;31
5739;micro;|DEMOASSET|97|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|97|pocket1|100000.0;30
5740;micro;|DEMOASSET|173|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|173|pocket2|100000.0;31
5740;micro;|DEMOASSET|173|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|173|pocket3|100000.0;31
5741;micro;|DEMOASSET|95|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|95|pocket1|100000.0;30
5742;micro;|DEMOASSET|26|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|26|pocket2|100000.0;30
5742;micro;|DEMOASSET|26|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|26|pocket3|100000.0;30
5743;micro;|DEMOASSET|176|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|176|pocket1|100000.0;31
5744;micro;|DEMOASSET|92|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|92|pocket2|100000.0;30
5744;micro;|DEMOASSET|92|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|92|pocket3|100000.0;30
5745;micro;|DEMOASSET|155|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|155|pocket1|100000.0;31
5746;micro;|DEMOASSET|179|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|179|pocket2|100000.0;31
5746;micro;|DEMOASSET|179|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|179|pocket3|100000.0;31
5747;micro;|DEMOASSET|169|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|169|pocket1|100000.0;31
5748;micro;|DEMOASSET|178|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|178|pocket2|100000.0;31
5748;micro;|DEMOASSET|178|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|178|pocket3|100000.0;31
5749;micro;|DEMOASSET|22|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|22|pocket1|100000.0;30
5750;micro;|DEMOASSET|16|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|16|pocket2|100000.0;30
5750;micro;|DEMOASSET|16|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|16|pocket3|100000.0;30
5751;micro;|DEMOASSET|30|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|30|pocket1|100000.0;30
5752;micro;|DEMOASSET|175|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|175|pocket2|100000.0;31
5752;micro;|DEMOASSET|175|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|175|pocket3|100000.0;31
5753;micro;|DEMOASSET|195|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|195|pocket1|100000.0;31
5754;micro;|DEMOASSET|20|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|20|pocket2|100000.0;30
5754;micro;|DEMOASSET|20|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|20|pocket3|100000.0;30
5755;micro;|DEMOASSET|7|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|7|pocket1|100000.0;29
5756;micro;|DEMOASSET|103|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|103|pocket2|100000.0;31
5756;micro;|DEMOASSET|103|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|103|pocket3|100000.0;31
5757;micro;|DEMOASSET|177|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|177|pocket1|100000.0;31
5758;micro;|DEMOASSET|33|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|33|pocket2|100000.0;30
5758;micro;|DEMOASSET|33|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|33|pocket3|100000.0;30
5759;micro;|DEMOASSET|40|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|40|pocket1|100000.0;30
5760;micro;|DEMOASSET|164|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|164|pocket2|100000.0;31
5760;micro;|DEMOASSET|164|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|164|pocket3|100000.0;31
5761;micro;|DEMOASSET|55|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|55|pocket1|100000.0;30
5762;micro;|DEMOASSET|87|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|87|pocket2|100000.0;30
5762;micro;|DEMOASSET|87|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|87|pocket3|100000.0;30
5763;micro;|DEMOASSET|199|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|199|pocket1|100000.0;31
5764;micro;|DEMOASSET|89|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|89|pocket2|100000.0;30
5764;micro;|DEMOASSET|89|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|89|pocket3|100000.0;30
5765;micro;|DEMOASSET|66|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|66|pocket1|100000.0;30
5766;micro;|DEMOASSET|196|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|196|pocket2|100000.0;31
5766;micro;|DEMOASSET|196|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|196|pocket3|100000.0;31
5767;micro;|DEMOASSET|61|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|61|pocket1|100000.0;30
5768;micro;|DEMOASSET|20|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|20|pocket2|100000.0;30
5768;micro;|DEMOASSET|20|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|20|pocket3|100000.0;30
5769;micro;|DEMOASSET|9|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|9|pocket1|100000.0;29
5770;micro;|DEMOASSET|50|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|50|pocket2|100000.0;30
5770;micro;|DEMOASSET|50|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|50|pocket3|100000.0;30
5771;micro;|DEMOASSET|15|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|15|pocket1|100000.0;30
5772;micro;|DEMOASSET|125|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|125|pocket2|100000.0;31
5772;micro;|DEMOASSET|125|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|125|pocket3|100000.0;31
5773;micro;|DEMOASSET|82|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|82|pocket1|100000.0;30
5774;micro;|DEMOASSET|142|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|142|pocket2|100000.0;31
5774;micro;|DEMOASSET|142|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|142|pocket3|100000.0;31
5775;micro;|DEMOASSET|182|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|182|pocket1|100000.0;31
5776;micro;|DEMOASSET|152|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|152|pocket2|100000.0;31
5776;micro;|DEMOASSET|152|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|152|pocket3|100000.0;31
5777;micro;|DEMOASSET|179|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|179|pocket1|100000.0;31
5778;micro;|DEMOASSET|155|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|155|pocket2|100000.0;31
5778;micro;|DEMOASSET|155|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|155|pocket3|100000.0;31
5779;micro;|DEMOASSET|151|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|151|pocket1|100000.0;31
5780;micro;|DEMOASSET|182|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|182|pocket2|100000.0;31
5780;micro;|DEMOASSET|182|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|182|pocket3|100000.0;31
5781;micro;|DEMOASSET|19|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|19|pocket1|100000.0;30
5782;micro;|DEMOASSET|6|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|6|pocket2|100000.0;29
5782;micro;|DEMOASSET|6|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|6|pocket3|100000.0;29
5783;micro;|DEMOASSET|48|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|48|pocket1|100000.0;30
5784;micro;|DEMOASSET|98|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|98|pocket2|100000.0;30
5784;micro;|DEMOASSET|98|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|98|pocket3|100000.0;30
5785;micro;|DEMOASSET|163|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|163|pocket1|100000.0;31
5786;micro;|DEMOASSET|126|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|126|pocket2|100000.0;31
5786;micro;|DEMOASSET|126|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|126|pocket3|100000.0;31
5787;micro;|DEMOASSET|160|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|160|pocket1|100000.0;31
5788;micro;|DEMOASSET|67|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|67|pocket2|100000.0;30
5788;micro;|DEMOASSET|67|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|67|pocket3|100000.0;30
5789;micro;|DEMOASSET|62|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|62|pocket1|100000.0;30
5790;micro;|DEMOASSET|111|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|111|pocket2|100000.0;31
5790;micro;|DEMOASSET|111|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|111|pocket3|100000.0;31
5791;micro;|DEMOASSET|12|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|12|pocket1|100000.0;30
5792;micro;|DEMOASSET|49|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|49|pocket2|100000.0;30
5792;micro;|DEMOASSET|49|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|49|pocket3|100000.0;30
5793;micro;|DEMOASSET|152|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|152|pocket1|100000.0;31
5794;micro;|DEMOASSET|82|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|82|pocket2|100000.0;30
5794;micro;|DEMOASSET|82|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|82|pocket3|100000.0;30
5795;micro;|DEMOASSET|143|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|143|pocket1|100000.0;31
5796;micro;|DEMOASSET|122|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|122|pocket2|100000.0;31
5796;micro;|DEMOASSET|122|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|122|pocket3|100000.0;31
5797;micro;|DEMOASSET|80|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|80|pocket1|100000.0;30
5798;micro;|DEMOASSET|2|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|2|pocket2|100000.0;29
5798;micro;|DEMOASSET|2|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|2|pocket3|100000.0;29
5799;micro;|DEMOASSET|177|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|177|pocket1|100000.0;31
5800;micro;|DEMOASSET|29|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|29|pocket2|100000.0;30
5800;micro;|DEMOASSET|29|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|29|pocket3|100000.0;30
5801;micro;|DEMOASSET|193|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|193|pocket1|100000.0;31
5802;micro;|DEMOASSET|169|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|169|pocket2|100000.0;31
5802;micro;|DEMOASSET|169|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|169|pocket3|100000.0;31
5803;micro;|DEMOASSET|60|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|60|pocket1|100000.0;30
5804;micro;|DEMOASSET|110|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|110|pocket2|100000.0;31
5804;micro;|DEMOASSET|110|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|110|pocket3|100000.0;31
5805;micro;|DEMOASSET|183|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|183|pocket1|100000.0;31
5806;micro;|DEMOASSET|197|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|197|pocket2|100000.0;31
5806;micro;|DEMOASSET|197|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|197|pocket3|100000.0;31
5807;micro;|DEMOASSET|51|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|51|pocket1|100000.0;30
5808;micro;|DEMOASSET|186|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|186|pocket2|100000.0;31
5808;micro;|DEMOASSET|186|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|186|pocket3|100000.0;31
5809;micro;|DEMOASSET|97|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|97|pocket1|100000.0;30
5810;micro;|DEMOASSET|158|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|158|pocket2|100000.0;31
5810;micro;|DEMOASSET|158|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|158|pocket3|100000.0;31
5811;micro;|DEMOASSET|183|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|183|pocket1|100000.0;31
5812;micro;|DEMOASSET|162|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|162|pocket2|100000.0;31
5812;micro;|DEMOASSET|162|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|162|pocket3|100000.0;31
5813;micro;|DEMOASSET|154|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|154|pocket1|100000.0;31
5814;micro;|DEMOASSET|44|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|44|pocket2|100000.0;30
5814;micro;|DEMOASSET|44|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|44|pocket3|100000.0;30
5815;micro;|DEMOASSET|176|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|176|pocket1|100000.0;31
5816;micro;|DEMOASSET|23|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|23|pocket2|100000.0;30
5816;micro;|DEMOASSET|23|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|23|pocket3|100000.0;30
5817;micro;|DEMOASSET|171|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|171|pocket1|100000.0;31
5818;micro;|DEMOASSET|91|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|91|pocket2|100000.0;30
5818;micro;|DEMOASSET|91|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|91|pocket3|100000.0;30
5819;micro;|DEMOASSET|179|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|179|pocket1|100000.0;31
5820;micro;|DEMOASSET|108|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|108|pocket2|100000.0;31
5820;micro;|DEMOASSET|108|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|108|pocket3|100000.0;31
5821;micro;|DEMOASSET|191|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|191|pocket1|100000.0;31
5822;micro;|DEMOASSET|86|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|86|pocket2|100000.0;30
5822;micro;|DEMOASSET|86|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|86|pocket3|100000.0;30
5823;micro;|DEMOASSET|35|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|35|pocket1|100000.0;30
5824;micro;|DEMOASSET|188|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|188|pocket2|100000.0;31
5824;micro;|DEMOASSET|188|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|188|pocket3|100000.0;31
5825;micro;|DEMOASSET|132|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|132|pocket1|100000.0;31
5826;micro;|DEMOASSET|57|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|57|pocket2|100000.0;30
5826;micro;|DEMOASSET|57|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|57|pocket3|100000.0;30
5827;micro;|DEMOASSET|32|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|32|pocket1|100000.0;30
5828;micro;|DEMOASSET|119|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|119|pocket2|100000.0;31
5828;micro;|DEMOASSET|119|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|119|pocket3|100000.0;31
5829;micro;|DEMOASSET|120|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|120|pocket1|100000.0;31
5830;micro;|DEMOASSET|42|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket2|100000.0;30
5830;micro;|DEMOASSET|42|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|42|pocket3|100000.0;30
5831;micro;|DEMOASSET|19|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|19|pocket1|100000.0;30
5832;micro;|DEMOASSET|126|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|126|pocket2|100000.0;31
5832;micro;|DEMOASSET|126|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|126|pocket3|100000.0;31
5833;micro;|DEMOASSET|188|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|188|pocket1|100000.0;31
5834;micro;|DEMOASSET|38|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|38|pocket2|100000.0;30
5834;micro;|DEMOASSET|38|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|38|pocket3|100000.0;30
5835;micro;|DEMOASSET|55|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|55|pocket1|100000.0;30
5836;micro;|DEMOASSET|157|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|157|pocket2|100000.0;31
5836;micro;|DEMOASSET|157|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|157|pocket3|100000.0;31
5837;micro;|DEMOASSET|189|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|189|pocket1|100000.0;31
5838;micro;|DEMOASSET|93|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|93|pocket2|100000.0;30
5838;micro;|DEMOASSET|93|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|93|pocket3|100000.0;30
5839;micro;|DEMOASSET|86|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|86|pocket1|100000.0;30
5840;micro;|DEMOASSET|16|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|16|pocket2|100000.0;30
5840;micro;|DEMOASSET|16|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|16|pocket3|100000.0;30
5841;micro;|DEMOASSET|158|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|158|pocket1|100000.0;31
5842;micro;|DEMOASSET|169|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|169|pocket2|100000.0;31
5842;micro;|DEMOASSET|169|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|169|pocket3|100000.0;31
5843;micro;|DEMOASSET|86|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|86|pocket1|100000.0;30
5844;micro;|DEMOASSET|57|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|57|pocket2|100000.0;30
5844;micro;|DEMOASSET|57|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|57|pocket3|100000.0;30
5845;micro;|DEMOASSET|144|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|144|pocket1|100000.0;31
5846;micro;|DEMOASSET|18|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|18|pocket2|100000.0;30
5846;micro;|DEMOASSET|18|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|18|pocket3|100000.0;30
5847;micro;|DEMOASSET|96|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|96|pocket1|100000.0;30
5848;micro;|DEMOASSET|98|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|98|pocket2|100000.0;30
5848;micro;|DEMOASSET|98|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|98|pocket3|100000.0;30
5849;micro;|DEMOASSET|189|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|189|pocket1|100000.0;31
5850;micro;|DEMOASSET|66|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|66|pocket2|100000.0;30
5850;micro;|DEMOASSET|66|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|66|pocket3|100000.0;30
5851;micro;|DEMOASSET|39|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|39|pocket1|100000.0;30
5852;micro;|DEMOASSET|160|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|160|pocket2|100000.0;31
5852;micro;|DEMOASSET|160|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|160|pocket3|100000.0;31
5853;micro;|DEMOASSET|130|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|130|pocket1|100000.0;31
5854;micro;|DEMOASSET|61|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|61|pocket2|100000.0;30
5854;micro;|DEMOASSET|61|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|61|pocket3|100000.0;30
5855;micro;|DEMOASSET|75|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|75|pocket1|100000.0;30
5856;micro;|DEMOASSET|58|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|58|pocket2|100000.0;30
5856;micro;|DEMOASSET|58|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|58|pocket3|100000.0;30
5857;micro;|DEMOASSET|47|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|47|pocket1|100000.0;30
5858;micro;|DEMOASSET|37|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|37|pocket2|100000.0;30
5858;micro;|DEMOASSET|37|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|37|pocket3|100000.0;30
5859;micro;|DEMOASSET|147|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|147|pocket1|100000.0;31
5860;micro;|DEMOASSET|133|pocket2|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|133|pocket2|100000.0;31
5860;micro;|DEMOASSET|133|pocket3|;100000.0;7472610736163745769746850063065743233;|DEMOASSET|133|pocket3|100000.0;31
5861;micro;|DEMOASSET|30|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|30|pocket1|100000.0;30
