;chaincodename;key;value;function;total;size
7;micro-aff;|DEMOASSET|201|;"{""uuid"":""201"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|201|{""uuid"":""201"",""type"":""DemoAsset""}";48
7;micro-aff;|DEMOASSET|201|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|201|pocket1|100000.0;31
7;micro-aff;|DEMOASSET|201|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|201|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
8;micro-aff;|DEMOASSET|199|;"{""uuid"":""199"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|199|{""uuid"":""199"",""type"":""DemoAsset""}";48
8;micro-aff;|DEMOASSET|199|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|199|pocket1|100000.0;31
8;micro-aff;|DEMOASSET|199|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|199|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
9;micro-aff;|DEMOASSET|203|;"{""uuid"":""203"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|203|{""uuid"":""203"",""type"":""DemoAsset""}";48
9;micro-aff;|DEMOASSET|203|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|203|pocket1|100000.0;31
9;micro-aff;|DEMOASSET|203|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|203|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
10;micro-aff;|DEMOASSET|202|;"{""uuid"":""202"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|202|{""uuid"":""202"",""type"":""DemoAsset""}";48
10;micro-aff;|DEMOASSET|202|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|202|pocket1|100000.0;31
10;micro-aff;|DEMOASSET|202|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|202|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
11;micro-aff;|DEMOASSET|200|;"{""uuid"":""200"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|200|{""uuid"":""200"",""type"":""DemoAsset""}";48
11;micro-aff;|DEMOASSET|200|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|200|pocket1|100000.0;31
11;micro-aff;|DEMOASSET|200|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|200|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
12;micro-aff;|DEMOASSET|205|;"{""uuid"":""205"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|205|{""uuid"":""205"",""type"":""DemoAsset""}";48
12;micro-aff;|DEMOASSET|205|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|205|pocket1|100000.0;31
12;micro-aff;|DEMOASSET|205|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|205|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
13;micro-aff;|DEMOASSET|206|;"{""uuid"":""206"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|206|{""uuid"":""206"",""type"":""DemoAsset""}";48
13;micro-aff;|DEMOASSET|206|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|206|pocket1|100000.0;31
13;micro-aff;|DEMOASSET|206|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|206|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
14;micro-aff;|DEMOASSET|207|;"{""uuid"":""207"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|207|{""uuid"":""207"",""type"":""DemoAsset""}";48
14;micro-aff;|DEMOASSET|207|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|207|pocket1|100000.0;31
14;micro-aff;|DEMOASSET|207|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|207|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
15;micro-aff;|DEMOASSET|204|;"{""uuid"":""204"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|204|{""uuid"":""204"",""type"":""DemoAsset""}";48
15;micro-aff;|DEMOASSET|204|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|204|pocket1|100000.0;31
15;micro-aff;|DEMOASSET|204|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|204|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
16;micro-aff;|DEMOASSET|208|;"{""uuid"":""208"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|208|{""uuid"":""208"",""type"":""DemoAsset""}";48
16;micro-aff;|DEMOASSET|208|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|208|pocket1|100000.0;31
16;micro-aff;|DEMOASSET|208|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|208|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
17;micro-aff;|DEMOASSET|209|;"{""uuid"":""209"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|209|{""uuid"":""209"",""type"":""DemoAsset""}";48
17;micro-aff;|DEMOASSET|209|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|209|pocket1|100000.0;31
17;micro-aff;|DEMOASSET|209|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|209|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
18;micro-aff;|DEMOASSET|210|;"{""uuid"":""210"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|210|{""uuid"":""210"",""type"":""DemoAsset""}";48
18;micro-aff;|DEMOASSET|210|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|210|pocket1|100000.0;31
18;micro-aff;|DEMOASSET|210|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|210|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
19;micro-aff;|DEMOASSET|211|;"{""uuid"":""211"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|211|{""uuid"":""211"",""type"":""DemoAsset""}";48
19;micro-aff;|DEMOASSET|211|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|211|pocket1|100000.0;31
19;micro-aff;|DEMOASSET|211|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|211|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
20;micro-aff;|DEMOASSET|213|;"{""uuid"":""213"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|213|{""uuid"":""213"",""type"":""DemoAsset""}";48
20;micro-aff;|DEMOASSET|213|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|213|pocket1|100000.0;31
20;micro-aff;|DEMOASSET|213|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|213|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
21;micro-aff;|DEMOASSET|212|;"{""uuid"":""212"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|212|{""uuid"":""212"",""type"":""DemoAsset""}";48
21;micro-aff;|DEMOASSET|212|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|212|pocket1|100000.0;31
21;micro-aff;|DEMOASSET|212|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|212|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
22;micro-aff;|DEMOASSET|214|;"{""uuid"":""214"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|214|{""uuid"":""214"",""type"":""DemoAsset""}";48
22;micro-aff;|DEMOASSET|214|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|214|pocket1|100000.0;31
22;micro-aff;|DEMOASSET|214|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|214|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
23;micro-aff;|DEMOASSET|215|;"{""uuid"":""215"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|215|{""uuid"":""215"",""type"":""DemoAsset""}";48
23;micro-aff;|DEMOASSET|215|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|215|pocket1|100000.0;31
23;micro-aff;|DEMOASSET|215|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|215|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
24;micro-aff;|DEMOASSET|216|;"{""uuid"":""216"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|216|{""uuid"":""216"",""type"":""DemoAsset""}";48
24;micro-aff;|DEMOASSET|216|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|216|pocket1|100000.0;31
24;micro-aff;|DEMOASSET|216|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|216|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
25;micro-aff;|DEMOASSET|217|;"{""uuid"":""217"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|217|{""uuid"":""217"",""type"":""DemoAsset""}";48
25;micro-aff;|DEMOASSET|217|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|217|pocket1|100000.0;31
25;micro-aff;|DEMOASSET|217|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|217|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
26;micro-aff;|DEMOASSET|218|;"{""uuid"":""218"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|218|{""uuid"":""218"",""type"":""DemoAsset""}";48
26;micro-aff;|DEMOASSET|218|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|218|pocket1|100000.0;31
26;micro-aff;|DEMOASSET|218|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|218|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
27;micro-aff;|DEMOASSET|219|;"{""uuid"":""219"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|219|{""uuid"":""219"",""type"":""DemoAsset""}";48
27;micro-aff;|DEMOASSET|219|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|219|pocket1|100000.0;31
27;micro-aff;|DEMOASSET|219|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|219|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
28;micro-aff;|DEMOASSET|220|;"{""uuid"":""220"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|220|{""uuid"":""220"",""type"":""DemoAsset""}";48
28;micro-aff;|DEMOASSET|220|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|220|pocket1|100000.0;31
28;micro-aff;|DEMOASSET|220|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|220|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
29;micro-aff;|DEMOASSET|221|;"{""uuid"":""221"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|221|{""uuid"":""221"",""type"":""DemoAsset""}";48
29;micro-aff;|DEMOASSET|221|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|221|pocket1|100000.0;31
29;micro-aff;|DEMOASSET|221|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|221|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
30;micro-aff;|DEMOASSET|222|;"{""uuid"":""222"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|222|{""uuid"":""222"",""type"":""DemoAsset""}";48
30;micro-aff;|DEMOASSET|222|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|222|pocket1|100000.0;31
30;micro-aff;|DEMOASSET|222|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|222|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
31;micro-aff;|DEMOASSET|223|;"{""uuid"":""223"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|223|{""uuid"":""223"",""type"":""DemoAsset""}";48
31;micro-aff;|DEMOASSET|223|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|223|pocket1|100000.0;31
31;micro-aff;|DEMOASSET|223|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|223|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
32;micro-aff;|DEMOASSET|224|;"{""uuid"":""224"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|224|{""uuid"":""224"",""type"":""DemoAsset""}";48
32;micro-aff;|DEMOASSET|224|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|224|pocket1|100000.0;31
32;micro-aff;|DEMOASSET|224|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|224|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
33;micro-aff;|DEMOASSET|225|;"{""uuid"":""225"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|225|{""uuid"":""225"",""type"":""DemoAsset""}";48
33;micro-aff;|DEMOASSET|225|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|225|pocket1|100000.0;31
33;micro-aff;|DEMOASSET|225|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|225|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
34;micro-aff;|DEMOASSET|226|;"{""uuid"":""226"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|226|{""uuid"":""226"",""type"":""DemoAsset""}";48
34;micro-aff;|DEMOASSET|226|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|226|pocket1|100000.0;31
34;micro-aff;|DEMOASSET|226|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|226|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
35;micro-aff;|DEMOASSET|227|;"{""uuid"":""227"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|227|{""uuid"":""227"",""type"":""DemoAsset""}";48
35;micro-aff;|DEMOASSET|227|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|227|pocket1|100000.0;31
35;micro-aff;|DEMOASSET|227|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|227|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
36;micro-aff;|DEMOASSET|228|;"{""uuid"":""228"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|228|{""uuid"":""228"",""type"":""DemoAsset""}";48
36;micro-aff;|DEMOASSET|228|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|228|pocket1|100000.0;31
36;micro-aff;|DEMOASSET|228|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|228|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
37;micro-aff;|DEMOASSET|229|;"{""uuid"":""229"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|229|{""uuid"":""229"",""type"":""DemoAsset""}";48
37;micro-aff;|DEMOASSET|229|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|229|pocket1|100000.0;31
37;micro-aff;|DEMOASSET|229|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|229|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
38;micro-aff;|DEMOASSET|230|;"{""uuid"":""230"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|230|{""uuid"":""230"",""type"":""DemoAsset""}";48
38;micro-aff;|DEMOASSET|230|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|230|pocket1|100000.0;31
38;micro-aff;|DEMOASSET|230|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|230|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
39;micro-aff;|DEMOASSET|231|;"{""uuid"":""231"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|231|{""uuid"":""231"",""type"":""DemoAsset""}";48
39;micro-aff;|DEMOASSET|231|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|231|pocket1|100000.0;31
39;micro-aff;|DEMOASSET|231|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|231|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
40;micro-aff;|DEMOASSET|232|;"{""uuid"":""232"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|232|{""uuid"":""232"",""type"":""DemoAsset""}";48
40;micro-aff;|DEMOASSET|232|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|232|pocket1|100000.0;31
40;micro-aff;|DEMOASSET|232|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|232|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
41;micro-aff;|DEMOASSET|233|;"{""uuid"":""233"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|233|{""uuid"":""233"",""type"":""DemoAsset""}";48
41;micro-aff;|DEMOASSET|233|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|233|pocket1|100000.0;31
41;micro-aff;|DEMOASSET|233|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|233|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
42;micro-aff;|DEMOASSET|234|;"{""uuid"":""234"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|234|{""uuid"":""234"",""type"":""DemoAsset""}";48
42;micro-aff;|DEMOASSET|234|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|234|pocket1|100000.0;31
42;micro-aff;|DEMOASSET|234|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|234|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
43;micro-aff;|DEMOASSET|235|;"{""uuid"":""235"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|235|{""uuid"":""235"",""type"":""DemoAsset""}";48
43;micro-aff;|DEMOASSET|235|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|235|pocket1|100000.0;31
43;micro-aff;|DEMOASSET|235|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|235|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
44;micro-aff;|DEMOASSET|236|;"{""uuid"":""236"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|236|{""uuid"":""236"",""type"":""DemoAsset""}";48
44;micro-aff;|DEMOASSET|236|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|236|pocket1|100000.0;31
44;micro-aff;|DEMOASSET|236|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|236|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
45;micro-aff;|DEMOASSET|237|;"{""uuid"":""237"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|237|{""uuid"":""237"",""type"":""DemoAsset""}";48
45;micro-aff;|DEMOASSET|237|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|237|pocket1|100000.0;31
45;micro-aff;|DEMOASSET|237|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|237|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
46;micro-aff;|DEMOASSET|238|;"{""uuid"":""238"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|238|{""uuid"":""238"",""type"":""DemoAsset""}";48
46;micro-aff;|DEMOASSET|238|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|238|pocket1|100000.0;31
46;micro-aff;|DEMOASSET|238|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|238|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
47;micro-aff;|DEMOASSET|239|;"{""uuid"":""239"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|239|{""uuid"":""239"",""type"":""DemoAsset""}";48
47;micro-aff;|DEMOASSET|239|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|239|pocket1|100000.0;31
47;micro-aff;|DEMOASSET|239|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|239|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
48;micro-aff;|DEMOASSET|240|;"{""uuid"":""240"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|240|{""uuid"":""240"",""type"":""DemoAsset""}";48
48;micro-aff;|DEMOASSET|240|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|240|pocket1|100000.0;31
48;micro-aff;|DEMOASSET|240|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|240|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
49;micro-aff;|DEMOASSET|241|;"{""uuid"":""241"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|241|{""uuid"":""241"",""type"":""DemoAsset""}";48
49;micro-aff;|DEMOASSET|241|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|241|pocket1|100000.0;31
49;micro-aff;|DEMOASSET|241|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|241|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
50;micro-aff;|DEMOASSET|242|;"{""uuid"":""242"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|242|{""uuid"":""242"",""type"":""DemoAsset""}";48
50;micro-aff;|DEMOASSET|242|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|242|pocket1|100000.0;31
50;micro-aff;|DEMOASSET|242|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|242|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
51;micro-aff;|DEMOASSET|243|;"{""uuid"":""243"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|243|{""uuid"":""243"",""type"":""DemoAsset""}";48
51;micro-aff;|DEMOASSET|243|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|243|pocket1|100000.0;31
51;micro-aff;|DEMOASSET|243|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|243|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
52;micro-aff;|DEMOASSET|244|;"{""uuid"":""244"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|244|{""uuid"":""244"",""type"":""DemoAsset""}";48
52;micro-aff;|DEMOASSET|244|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|244|pocket1|100000.0;31
52;micro-aff;|DEMOASSET|244|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|244|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
53;micro-aff;|DEMOASSET|245|;"{""uuid"":""245"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|245|{""uuid"":""245"",""type"":""DemoAsset""}";48
53;micro-aff;|DEMOASSET|245|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|245|pocket1|100000.0;31
53;micro-aff;|DEMOASSET|245|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|245|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
54;micro-aff;|DEMOASSET|246|;"{""uuid"":""246"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|246|{""uuid"":""246"",""type"":""DemoAsset""}";48
54;micro-aff;|DEMOASSET|246|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|246|pocket1|100000.0;31
54;micro-aff;|DEMOASSET|246|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|246|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
55;micro-aff;|DEMOASSET|247|;"{""uuid"":""247"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|247|{""uuid"":""247"",""type"":""DemoAsset""}";48
55;micro-aff;|DEMOASSET|247|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|247|pocket1|100000.0;31
55;micro-aff;|DEMOASSET|247|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|247|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
56;micro-aff;|DEMOASSET|248|;"{""uuid"":""248"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|248|{""uuid"":""248"",""type"":""DemoAsset""}";48
56;micro-aff;|DEMOASSET|248|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|248|pocket1|100000.0;31
56;micro-aff;|DEMOASSET|248|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|248|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
57;micro-aff;|DEMOASSET|249|;"{""uuid"":""249"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|249|{""uuid"":""249"",""type"":""DemoAsset""}";48
57;micro-aff;|DEMOASSET|249|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|249|pocket1|100000.0;31
57;micro-aff;|DEMOASSET|249|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|249|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
58;micro-aff;|DEMOASSET|250|;"{""uuid"":""250"",""type"":""DemoAsset""}";6372656174654465004173736574;"|DEMOASSET|250|{""uuid"":""250"",""type"":""DemoAsset""}";48
58;micro-aff;|DEMOASSET|250|pocket1|;100000.0;6372656174654465004173736574;|DEMOASSET|250|pocket1|100000.0;31
58;micro-aff;|DEMOASSET|250|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";6372656174654465004173736574;"|DEMOASSET|250|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
