;chaincodename;key;value;function;total;size
4374;micro-aff;|DEMOASSET|338|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|338|pocket1|100000.0;31
4375;micro-aff;|DEMOASSET|257|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|257|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4376;micro-aff;|DEMOASSET|356|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|356|pocket1|100000.0;31
4377;micro-aff;|DEMOASSET|266|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|266|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4378;micro-aff;|DEMOASSET|378|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|378|pocket1|100000.0;31
4379;micro-aff;|DEMOASSET|376|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|376|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4380;micro-aff;|DEMOASSET|355|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|355|pocket1|100000.0;31
4381;micro-aff;|DEMOASSET|247|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|247|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4382;micro-aff;|DEMOASSET|206|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|206|pocket1|100000.0;31
4383;micro-aff;|DEMOASSET|205|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|205|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4384;micro-aff;|DEMOASSET|321|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|321|pocket1|100000.0;31
4385;micro-aff;|DEMOASSET|255|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|255|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4386;micro-aff;|DEMOASSET|327|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|327|pocket1|100000.0;31
4387;micro-aff;|DEMOASSET|334|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|334|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4388;micro-aff;|DEMOASSET|308|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|308|pocket1|100000.0;31
4389;micro-aff;|DEMOASSET|374|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|374|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4390;micro-aff;|DEMOASSET|338|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|338|pocket1|100000.0;31
4391;micro-aff;|DEMOASSET|234|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|234|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4392;micro-aff;|DEMOASSET|320|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|320|pocket1|100000.0;31
4393;micro-aff;|DEMOASSET|306|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|306|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4394;micro-aff;|DEMOASSET|304|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|304|pocket1|100000.0;31
4395;micro-aff;|DEMOASSET|380|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|380|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4396;micro-aff;|DEMOASSET|335|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|335|pocket1|100000.0;31
4397;micro-aff;|DEMOASSET|298|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|298|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4398;micro-aff;|DEMOASSET|243|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|243|pocket1|100000.0;31
4399;micro-aff;|DEMOASSET|270|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|270|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4400;micro-aff;|DEMOASSET|313|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|313|pocket1|100000.0;31
4401;micro-aff;|DEMOASSET|243|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|243|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4402;micro-aff;|DEMOASSET|263|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|263|pocket1|100000.0;31
4403;micro-aff;|DEMOASSET|377|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|377|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4404;micro-aff;|DEMOASSET|300|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|300|pocket1|100000.0;31
4405;micro-aff;|DEMOASSET|360|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|360|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4406;micro-aff;|DEMOASSET|384|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|384|pocket1|100000.0;31
4407;micro-aff;|DEMOASSET|351|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|351|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4408;micro-aff;|DEMOASSET|267|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|267|pocket1|100000.0;31
4409;micro-aff;|DEMOASSET|205|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|205|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4410;micro-aff;|DEMOASSET|287|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|287|pocket1|100000.0;31
4411;micro-aff;|DEMOASSET|378|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|378|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4412;micro-aff;|DEMOASSET|380|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|380|pocket1|100000.0;31
4413;micro-aff;|DEMOASSET|289|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|289|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4414;micro-aff;|DEMOASSET|247|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|247|pocket1|100000.0;31
4415;micro-aff;|DEMOASSET|354|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|354|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4416;micro-aff;|DEMOASSET|276|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|276|pocket1|100000.0;31
4417;micro-aff;|DEMOASSET|398|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|398|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4418;micro-aff;|DEMOASSET|371|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|371|pocket1|100000.0;31
4419;micro-aff;|DEMOASSET|206|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|206|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4420;micro-aff;|DEMOASSET|216|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|216|pocket1|100000.0;31
4421;micro-aff;|DEMOASSET|257|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|257|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4422;micro-aff;|DEMOASSET|278|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|278|pocket1|100000.0;31
4423;micro-aff;|DEMOASSET|373|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|373|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4424;micro-aff;|DEMOASSET|347|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|347|pocket1|100000.0;31
4425;micro-aff;|DEMOASSET|240|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|240|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4426;micro-aff;|DEMOASSET|244|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|244|pocket1|100000.0;31
4427;micro-aff;|DEMOASSET|320|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|320|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4428;micro-aff;|DEMOASSET|263|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|263|pocket1|100000.0;31
4429;micro-aff;|DEMOASSET|307|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|307|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4430;micro-aff;|DEMOASSET|359|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|359|pocket1|100000.0;31
4431;micro-aff;|DEMOASSET|321|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|321|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4432;micro-aff;|DEMOASSET|229|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|229|pocket1|100000.0;31
4433;micro-aff;|DEMOASSET|324|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|324|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4434;micro-aff;|DEMOASSET|199|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|199|pocket1|100000.0;31
4435;micro-aff;|DEMOASSET|282|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|282|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4436;micro-aff;|DEMOASSET|201|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|201|pocket1|100000.0;31
4437;micro-aff;|DEMOASSET|344|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|344|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4438;micro-aff;|DEMOASSET|362|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|362|pocket1|100000.0;31
4439;micro-aff;|DEMOASSET|346|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|346|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4440;micro-aff;|DEMOASSET|249|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|249|pocket1|100000.0;31
4441;micro-aff;|DEMOASSET|383|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|383|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4442;micro-aff;|DEMOASSET|336|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|336|pocket1|100000.0;31
4443;micro-aff;|DEMOASSET|337|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|337|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4444;micro-aff;|DEMOASSET|302|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|302|pocket1|100000.0;31
4445;micro-aff;|DEMOASSET|245|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|245|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4446;micro-aff;|DEMOASSET|229|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|229|pocket1|100000.0;31
4447;micro-aff;|DEMOASSET|350|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|350|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4448;micro-aff;|DEMOASSET|202|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|202|pocket1|100000.0;31
4449;micro-aff;|DEMOASSET|330|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|330|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4450;micro-aff;|DEMOASSET|297|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|297|pocket1|100000.0;31
4451;micro-aff;|DEMOASSET|383|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|383|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4452;micro-aff;|DEMOASSET|206|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|206|pocket1|100000.0;31
4453;micro-aff;|DEMOASSET|346|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|346|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4454;micro-aff;|DEMOASSET|305|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|305|pocket1|100000.0;31
4455;micro-aff;|DEMOASSET|379|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|379|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4456;micro-aff;|DEMOASSET|302|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|302|pocket1|100000.0;31
4457;micro-aff;|DEMOASSET|340|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|340|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4458;micro-aff;|DEMOASSET|330|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|330|pocket1|100000.0;31
4459;micro-aff;|DEMOASSET|321|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|321|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4460;micro-aff;|DEMOASSET|218|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|218|pocket1|100000.0;31
4461;micro-aff;|DEMOASSET|249|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|249|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4462;micro-aff;|DEMOASSET|395|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|395|pocket1|100000.0;31
4463;micro-aff;|DEMOASSET|222|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|222|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4464;micro-aff;|DEMOASSET|373|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|373|pocket1|100000.0;31
4465;micro-aff;|DEMOASSET|334|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|334|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4466;micro-aff;|DEMOASSET|294|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|294|pocket1|100000.0;31
4467;micro-aff;|DEMOASSET|209|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|209|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4468;micro-aff;|DEMOASSET|218|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|218|pocket1|100000.0;31
4469;micro-aff;|DEMOASSET|297|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|297|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4470;micro-aff;|DEMOASSET|244|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|244|pocket1|100000.0;31
4471;micro-aff;|DEMOASSET|386|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|386|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4472;micro-aff;|DEMOASSET|345|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|345|pocket1|100000.0;31
4473;micro-aff;|DEMOASSET|381|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|381|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4474;micro-aff;|DEMOASSET|366|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|366|pocket1|100000.0;31
4475;micro-aff;|DEMOASSET|228|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|228|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4476;micro-aff;|DEMOASSET|387|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|387|pocket1|100000.0;31
4477;micro-aff;|DEMOASSET|213|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|213|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4478;micro-aff;|DEMOASSET|370|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|370|pocket1|100000.0;31
4479;micro-aff;|DEMOASSET|386|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|386|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4480;micro-aff;|DEMOASSET|335|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|335|pocket1|100000.0;31
4481;micro-aff;|DEMOASSET|254|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|254|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4482;micro-aff;|DEMOASSET|255|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|255|pocket1|100000.0;31
4483;micro-aff;|DEMOASSET|253|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|253|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4484;micro-aff;|DEMOASSET|297|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|297|pocket1|100000.0;31
4485;micro-aff;|DEMOASSET|208|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|208|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4486;micro-aff;|DEMOASSET|266|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|266|pocket1|100000.0;31
4487;micro-aff;|DEMOASSET|316|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|316|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4488;micro-aff;|DEMOASSET|306|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|306|pocket1|100000.0;31
4489;micro-aff;|DEMOASSET|265|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|265|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4490;micro-aff;|DEMOASSET|199|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|199|pocket1|100000.0;31
4491;micro-aff;|DEMOASSET|373|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|373|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4492;micro-aff;|DEMOASSET|282|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|282|pocket1|100000.0;31
4493;micro-aff;|DEMOASSET|275|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|275|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4494;micro-aff;|DEMOASSET|294|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|294|pocket1|100000.0;31
4495;micro-aff;|DEMOASSET|218|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|218|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4496;micro-aff;|DEMOASSET|372|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|372|pocket1|100000.0;31
4497;micro-aff;|DEMOASSET|366|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|366|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4498;micro-aff;|DEMOASSET|324|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|324|pocket1|100000.0;31
4499;micro-aff;|DEMOASSET|373|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|373|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4500;micro-aff;|DEMOASSET|398|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|398|pocket1|100000.0;31
4501;micro-aff;|DEMOASSET|251|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|251|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4502;micro-aff;|DEMOASSET|312|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|312|pocket1|100000.0;31
4503;micro-aff;|DEMOASSET|259|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|259|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4504;micro-aff;|DEMOASSET|199|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|199|pocket1|100000.0;31
4505;micro-aff;|DEMOASSET|390|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|390|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4506;micro-aff;|DEMOASSET|251|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|251|pocket1|100000.0;31
4507;micro-aff;|DEMOASSET|241|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|241|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4508;micro-aff;|DEMOASSET|281|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|281|pocket1|100000.0;31
4509;micro-aff;|DEMOASSET|332|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|332|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4510;micro-aff;|DEMOASSET|259|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|259|pocket1|100000.0;31
4511;micro-aff;|DEMOASSET|382|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|382|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4512;micro-aff;|DEMOASSET|290|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|290|pocket1|100000.0;31
4513;micro-aff;|DEMOASSET|322|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|322|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4514;micro-aff;|DEMOASSET|280|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|280|pocket1|100000.0;31
4515;micro-aff;|DEMOASSET|235|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|235|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4516;micro-aff;|DEMOASSET|288|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|288|pocket1|100000.0;31
4517;micro-aff;|DEMOASSET|276|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|276|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4518;micro-aff;|DEMOASSET|328|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|328|pocket1|100000.0;31
4519;micro-aff;|DEMOASSET|312|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|312|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4520;micro-aff;|DEMOASSET|379|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|379|pocket1|100000.0;31
4521;micro-aff;|DEMOASSET|329|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|329|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4522;micro-aff;|DEMOASSET|228|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|228|pocket1|100000.0;31
4523;micro-aff;|DEMOASSET|393|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|393|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4524;micro-aff;|DEMOASSET|354|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|354|pocket1|100000.0;31
4525;micro-aff;|DEMOASSET|348|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|348|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4526;micro-aff;|DEMOASSET|302|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|302|pocket1|100000.0;31
4527;micro-aff;|DEMOASSET|299|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|299|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
4528;micro-aff;|DEMOASSET|252|pocket1|;100000.0;74726107361637457697468500630657431;|DEMOASSET|252|pocket1|100000.0;31
4529;micro-aff;|DEMOASSET|353|pocket23|;"{""pocket3"":100000.0,""pocket2"":100000.0}";7472610736163745769746850063065743233;"|DEMOASSET|353|pocket23|{""pocket3"":100000.0,""pocket2"":100000.0}";63
